Question ID,Fold,Answer,Category,Text
8132,train,Black hole,Science:Astronomy,"These objects can have an internal boundary named for Cauchy, and they can also be extremal according to the Reissner-Nordstrom metric. ||| If the charge to mass ratio is any higher, they can violate the Cosmic Censorship Hypothesis. ||| Their entropy was conjectured to be inversely proportional to the Planck length squared by Bekenstein, who sometimes names a process in which spontaneous pair production results in them giving off energy, known as Hawking radiation. ||| For 10 points, name these objects, which occur above the Chandraseker limit, consisting of an event horizon surrounding a singularity, and which are so massive that no light can escape."
6481,train,Belgium,Literature,"In Calvino's If on a Winter's Night a Traveler, the novel Looks Down in the Gathering Shadow is by a fictional author from this country, which is the location of the monastery that is the final resting place of the narrator of August Strindberg's Inferno. ||| Sylvia, the wife of Vonnegut's Mr. Rosewater, ends up in a nunnery here, while fictional characters from this country include a horse painter in The Enormous Room and the lover of the title character of Charlotte Bronte's Shirley, Louis Gerard Moore. ||| One work from this country is set partially in a dream world created by Tyltyl and Myltyl, while novels from this country include The Abyss and The Watchmaker of Everton, the latter written by the creator of Inspector Maigret, Georges Simenon. ||| Also the homeland of the author of Pelleas et Melisande, Maurice Maeterlinck, this is, for 10 points, what European country with capital at Brussels."
5713,train,Ethics (book),Literature,"Key concepts in this text are substance and attribute, where substance is the totality of the universe, and attribute is a property of the universe. ||| The third section distinguishes between three forms of knowledge, and concerns the origins of the mind. ||| The third and fourth sections analyze the relation between emotions and morality, and are titled ""On the Origin and Nature of the Emotions"" and ""Of Human Bondage. ||| "" The first section, ""Concerning God,"" argues for the coextension of God and the universe. ||| For 10 points, name this work organized like Euclid's Elements, a pantheistic treatise by Baruch Spinoza."
8399,train,Glycine,Science:Biology,"The main pathway of its synthesis is a one-step reaction catalyzed by serine hydroxymethyltransferase, which involves the transfer of a hydroxymethyl group from serine to the cofactor tetrahydrofolate, producing N,N-methylene-THF. ||| It is considered a glucogenic amino acid since it can be converted to pyruvate by serine/threonine dehydratase. ||| The only optically inactive amino acid, it is also the simplest with an R group consisting only of a hydrogen atom. ||| FTP, identify this amino acid usually symbolized G."
107898,train,Second law of thermodynamics,Science:Physics,"The probability that this rule does not hold is given by the fluctuation-dissipation theorem. ||| Loschmidts paradox was posited as a challenge to one form of this axiom, the H theorem. ||| A better-known statement of it is that the imperfect integral of inverse absolute temperature with respect to heat transfer is non-negative, the Clausius inequality. ||| A better-known challenge to it was provided by a construct that seemingly can increase the availability of an isolated system, Maxwells demon. ||| FTP, name this fundamental law of thermal chemistry, according to which the entropies of isolated systems increase."
2508,train,"Syracuse, Sicily",History,"In the early fifth century BC, this city was defeated by Hippocrates of Gela, returning to power its social elite, the gamoroi. ||| Founded in 734 BC by Corinthians led by Archias, it was frequently at war with Carthage, winning a major 480 BC battle at Himera under Gelon. ||| Its later years were marked by the successful reigns of Dionysius the Elder and Younger, but it was finally conquered by Rome in 211 BC, when it became the provincial capital of Sicily. ||| FTP, what is this city that successfully resisted a 415-413 siege by Athens with the help of Archimedes"
102705,train,Australia,Literature,"One author from this country wrote Bring the Monkey and My Brilliant Career. ||| In this countrys most notable literary hoax, the modernist magazine Angry Penguins devoted an issue to the poetry of Ern Malley before learning that he was a fake. ||| An author from this country wrote Illywhacker, as well as a novel about a minister and an heiress who attempt to build a glass church, Oscar and Lucinda. ||| Another novelist from this country wrote about a German manufacturer who teams up with Itzhak Stern to save a bunch of Jews during the Holocaust in Schindlers Ark. ||| FTP, name this country home to Peter Carey, Thomas Keneally, and Patrick White, whose novel Voss involves a trek across the outback."
190840,train,Giuseppe Garibaldi,History,"This man led a regiment in the Franco-Prussian War known as the Army of the Vosges. ||| Another group commanded by this man fought in and won the Battles of Milazzo and Volturno. ||| Those victories for this man came during an expedition against the Kingdom of the Two Sicilies. ||| Cavour and Victor Emmanuel II were supported by this man's military actions. ||| This man led """"The Thousand,"""" which was made up of his Redshirts. ||| For 10 points, name this commander during the Risorgimento who became a hero of Italian unification."
107491,train,Peasants' Revolt,History,"Henry le Despensers defeat of a group led by John Litster led to the conclusion of this event, which also resulted in the revocation of the Mile End grants. ||| The confiscation of all church property and the restoration of the Charter of Winchester was not agreed to at Smithfield, after which its leader was wounded in a fight with William Walworth, the mayor of London. ||| The passing of the Statute of Labourers helped start this event, which was quashed by the lords and knights of Richard II. ||| Jack Straw and John Ball took part in, FTP, which 1381 rebellion concerning an unpopular poll tax and also led by Wat Tyler"
108084,train,Aldehyde,Science:Chemistry,"The Zincke reaction forms these compounds when secondary and not primary amines are used, and they can be formed hydrolysis of salts of primary nitroalkanes in the Nef reaction. ||| They can be turned into alkynes through the Corey-Fuchs reaction, and one of these gives cinnamon its spice. ||| A silver mirror when Tollens' reagent is added to them, and these compounds are alternately known as either formyl or methanoyl groups. ||| FTP, name this organic functional group consisting of an alkyl group bonded to a carbon atom which is double-bonded to an oxygen atom and bonded hydrogen atom."
197527,train,Joseph Stalin,History,"While leading his country, this man's policies helped cause a famine known as the Holodomor. ||| He appointed Vyacheslav Molotov to be his prime minister, and his Five Year Plans included the creation of collective farms. ||| This leader, who espoused the policy of ""socialism in one country,"" pulled troops from Manchuria after the Japanese bombed Pearl Harbor, and Nikita Kruschev spoke against this leader's policies in the Secret Speech. ||| This leader attended the Yalta Conference with the other Allies. ||| For 10 points, name this successor to Lenin as premier of the Soviet Union."
101106,train,Vikram Seth,Literature,"This author's use of realism is discussed in the essay ""Farewell to Jane Austen. ||| "" One poem by this author describes an arch that was built too low, which led to a melon becoming king, and his poetry collections include All You Who Sleep Tonight and The Humble Administrator's Garden. ||| One novel by this man was inspired by his relationship with violinist Philippe Honor, and another includes a character who ""still bears the scars of Middlemarch. ||| "" In addition to the memoir Two Lives, he created a character named Phil who works at Lungless Labs, in a novel consisting of 690 sonnets. ||| Also the author of the collection Mappings, his most famous work is set in Brahmpur and centers on Rupa Mehra's attempt to find the title character for her daughter Leta. ||| FTP, name this Indian author of An Equal Music, The Golden Gate, and A Suitable Boy."
200321,train,Ghana,History:World,"This nation's first democratic power transfer resulted in the election of the New Patriotic Party. ||| In Operation Cold Chop, General J. ||| A. Ankrah led a coup in this nation against a president who was meeting with Zhou Enlai. ||| That leader had earlier led a campaign of ""positive action"" for this country's independence from Britain and issued the Second Development Plan. ||| This nation's namesake empire was dominated by the Susu people before being conquered by Mali, and the Ashanti Empire once dominated this modern-day nation. ||| For 10 points, name this African country that was led by Kwame Nkrumah and formerly called the Gold Coast, with capital at Accra."
100997,train,Terence,Literature,"Hroswithas Paphnutius takes much characterization and some plot details from one of this mans plays. ||| The maid Dorias exclaims The Majors lost his mind; hes liable to start a riot in this mans The Eunuch, which commanded a greater amount of money than any other play to that point. ||| Charinus loves the betrothed of Pamphilus, who is unknowingly in love with that womans sister, in his first play, Andria, which supposedly impressed Caecilius so much that he stopped eating to read it aloud. ||| Most of his six extant plays are based on the work of Menander, and unlike with his best-known contemporary, are set in Greece. ||| Writing for a more highbrow audience than Plautus, for ten points, name this Roman playwright who shares his name with the addressee of a Housman poem."
116013,train,Stomach,Science:Biology,"One of this organ's membranes is enlarged in Menetrier's disease, while neurotensin and serotonin are secreted by the APUD cells in this organ. ||| Auerbach's plexus enervates one section of this organ, whose inner surface contains folds called rugae. ||| Its submucosa contains Meissner's plexus, and some of its glands contain G cells and the mucous-secreting goblet cells. ||| That same section of this organ contains the chief and parietal cells, and this organ is bounded by the pyloric and cardiac sphincters. ||| The organ accomplishes its function by converting its secreted pepsinogen to pepsin using its secreted hydrochloric acid. ||| For 10 points, name this digestive organ that food passes through right after the esophagus."
9193,train,Ziegler-Natta catalyst,Science:Chemistry,"One developer of this class of chemical substances showed how to produce isotactic polypropylene using the variations to the original example that he introduced and these typically consist of a transition metal halide and an organometallic cocatalyst. ||| The first example, a mixture of titanium tetrachloride and an alkyl derivative of aluminum, was used to produce a more rigid version of polyethylene at low temperatures. ||| In general, they are used to effect the polymerization of alkenes to polymers of high molecular weights and highly ordered structures. ||| For 10 points - what are these catalysts named for the German and Italian chemists who developed them"
202705,train,O. Henry,Literature:American,"In one story by this author, Major Talbot accepts money from a man who turns out to be the title character in disguise. ||| Jeff Peters steals an ivory carving from the art collector Scudder and sells it back to him in this author's story ""Conscience in Art."" ||| This author of ""The Duplicity of Hargraves"" wrote a story in which Jimmy Valentine saves the life of a child using his safecracking skills, ""A Retrieved Reformation."" ||| In another of his stories, Bill and Sam kidnap Ebenezer Dorset's son, who turns out to be a royal pain. ||| He also wrote a story in which Della ironically sells her hair to buy a fob chain for Jim, who has sold his watch to buy hair accessories for Della. ||| For 10 points, name this author of ""The Ransom of Red Chief"" and ""The Gift of the Magi,"" known for his twist endings."
191647,train,Arthur Schopenhauer,Social_Science,"One of this man's works outlines thirty-eight strategies for winning arguments; he included the introduction to that essay, The Art of Being Right, in his essay collection whose title means ""additions and omissions"" in Greek. ||| He described becoming, knowing, and being as three classes of relations in his dissertation on the principle of (*) sufficient reason's  ""Fourfold Root."" His major work, written after his misogynistic essay ""On Women,"" claimed that the undifferentiated noumenon drives nature, took inspiration from the Upanishads, and claimed that art is the only reprieve from the suffering caused by experience. ||| For 10 points, name this nineteenth century German philosopher who wrote The World as Will and Idea."
209202,train,Gustav Mahler,Fine_Arts,"This composer included two ""Nachtmusik"" movements which employ cowbells and a mandolin to evoke a pastoral atmosphere. ||| A symphony by this composer evokes Klezmer music in its third movement, while its second movement is a merry Landler in 3/4 time. ||| That is the first of his symphonies, while the fifth one contains a famous ""Adagietto"" fourth movement scored for strings and harp. ||| This composer's eighth symphony is based on the hymn ""Veni creator spiritus"" and is named for the large amount of performers required. ||| For 10 points, name this German composer of symphonies nicknamed ""Titan"" and ""of a Thousand."""
203353,train,Laser,Science:Physics,"The output of these objects is a solution to the paraxial form of the Helmholtz equation, and so can be modeled as a Gaussian beam. ||| Einstein's A and B coefficients determine the efficiency of these devices. ||| This device was preceded by a similar one using NH3 created by Gordon, Zeiger, and Townes. ||| One technique used in these devices delays oscillation by modifying the (*) Q factor of the resonating cavity. ||| A popular gas version of this device excites helium to a metastable state, which then transfer energy to neon to form an inverted population. ||| The first one of these devices was created by Theodore H. Maiman using a ruby crystal. ||| For 10 points, name this device that transforms various forms of energy into electromagnetic radiation."
210310,train,Algeria,Literature,"In ""[this place] Evacuated,"" a writer for Socialism and Barbarism considered why a socialist revolution did not occur here. ||| Another man who worked here told how an organization previously opposed to radio embraced it after newspapers were shut down. ||| A writer advocating his country's involvement here for ""national glory"" cautioned against beginning ""in the middle of the nineteenth century...the conquest of America all over again"" in his second letter from this place. ||| Pierre Bourdieu's first book was based on field work he did here studying mostly the (*) Kabyle people. ||| A book based on its author's experiences working here called not just the urban poor but peasantry part of the lumpenproletariat and argued violence could be a cathartic release for the colonized. ||| Jean-Paul Sartre wrote the introduction for that book, The Wretched of the Earth. ||| For 10 points, name this North African French colony where Franz Fanon observed a revolution."
205189,train,George Santayana,Social_Science:Philosophy,"This thinker claimed that while pleasure is universal, its causes are subjective in a work that disagrees with Kant's dispassionate analysis of the universals of art. ||| This man outlined the influence of the title subject through ""society"", ""religion"", and ""science"" in a book that rejected true equality in favor of ""natural aristocracy"" and laments Catholicism as a ""splendid error"". ||| In Realms of Being, this man expanded upon a book that asserts (*) doubt makes idealism irrelevant and advocates pragmatic living through the title ""sense"". ||| In that work, this author of The Sense of Beauty argued ""philosophy begins in medias res"". ||| For 10 points, name this Spanish-American philosopher who wrote Skepticism and Animal Faith and claimed that ""those who cannot remember the past are doomed to repeat it""."
4914,train,Black Boy,Literature,"The protagonist is disillusioned when he discovers that a man named Young, who wrote a lengthy ""Pictorial Record of Man's Economic Progress,"" was an escapee from a mental institution. ||| He gets furious with a fellow orderly named Brand after the latter pretends that smelling nembutal is fatal, in the course of slitting the vocal cords of some dogs for a medical experiment. ||| Sol gets him to attend meetings of the John Reed Club, but after Buddy Nealson accuses him of being a Trotskyite he abandons the Communists. ||| Those events take place in the second section of the book, which begins when the protagonist and his Aunt Maggie arrive in Chicago in 1927, and is entitled ""The Horror and the Glory. ||| ""  The first part, ""Southern Night,"" describes the author's childhood in Memphis in the era of Jim Crow laws. ||| FTP, name this autobiographical work by the author of Uncle Tom's Children and Native Son, Richard Wright."
109588,train,Hamiltonian (quantum mechanics),Science:Physics,"If this quantity exists, then the Leibnitz rule will work on the Poisson bracket. ||| Noether's theorem can be extended to this quantity by stating that the group of transformations infinitesimally generated by a constant of the motion will leave it invariant. ||| The Poisson bracket of this quantity with a function will yield that function's time derivative, so if the Poisson bracket is zero, that function is conserved. ||| Obtained by performing a Legendre transform on the Lagrangian, FTP, what is this quantity which in quantum mechanics is the observable representing the total energy of a system"
107140,train,Heinrich von Kleist,Literature,"In one of his short stories, four iconoclastic brothers from Aachen devote their lives to chanting the Gloria in excelsis after hearing Sister Antonia conduct an Italian Mass. ||| In another, a marquis burns his castle to the ground after seeing the ghost of a woman he ordered to move behind a stove. ||| In addition to St. Cecilia, or the Power of Music and The Beggarwoman of Locarno, the title character of another of his stories becomes pregnant after being taken advantage of by the Russian officer Count F-. ||| Josefa and Jeronimo Ruggiero are killed in a church after being blamed for a natural disaster in his story set in Santiago, The Earthquake in Chile. ||| FTP, name this German author of The Marquise of O who committed suicide after writing Penthesilea and Prince Friedrich of Homburg."
203756,train,Bolivia,Social_Science:Geography,"In 1789, a mural of the Virgin Mary appeared in a mineshaft in this country in an apparent miracle; a few years later, the Virgin of the Mineshaft was named the patron saint of its Oruro Carnival. ||| Its popular foods include a baked empanada called a saltena. ||| Two of this country's lakes are Lake Rogagua and Lake Rogoaguado, both of which lie in its Beni Department. ||| The Beni and Mamore Rivers join to form the Madeira River at Villa Bella on this country's northern border. ||| Near this country's warm Yungas region is the higher elevation site of Lake Poopo and the Salar de Uyuni. ||| That plateau is known as the Altiplano and also contains the eastern part of Lake Titicaca. ||| For 10 points, name this landlocked South American nation with capitals at La Paz and Sucre."
111976,train,Chronicle of a Death Foretold,Literature,"In this book, a letter is written about eternal scars, a salty tongue, and the fiery furrow of an African tool is returned, unread, to its writer in an unstitched leather saddlebag by a man who is described to the narrator as growing fat, losing his hair, and needing glasses to see. ||| Minor characters include Xius, who dies of sadness after selling his house. ||| Characters who know about the title event include Yamil Shaium, Flora Miguel, and the Father Amador. ||| Maria Alejandrina Cervantes' whorehouse is where Angela Vicario lost her virtue, causing Bayardo San Roman to have their marriage annulled. ||| For ten points, name this novel by Gabriel Garca Mrquez about the prognostication of Santiago Nasar's demise."
108983,train,Benjamin Britten,Literature,"This man wrote an opera taken from the story Le Rosier de Madame Husson, and his opus #71 is based on the Japanese Noh play Sumida River. ||| He penned a TV opera Owen Wingrave as well as the music for the documentary film Night Mail. ||| One of his most famous works is dedicated to the children of John and Jean Maud and contains a fortississimo finish while another includes the Four Sea Interludes and is based on a work by George Crabbe. ||| Better known among his operas is an adaptation of Thomas Manns Death in Venice. ||| FTP, name this British composer of Noyes Flood, War Requiem, The Young Persons Guide to the Orchestra, and Peter Grimes."
122156,train,Arsenic,Science:Chemistry,"Upon heating, this element sublimes from its most common ore, mispickel. ||| This element reacts with zinc metal and sulphuric acid to produce a gas which is then passed along a heated glass tube in the Marsh test for its presence. ||| The yellow allotrope of this element resembles white phosphorus in adopting an unstable tetrahedral arrangement. ||| In the body, this element can accumulate in the mitochondria and react with lipoic acid, inhibiting the action of pyruvate dehydrogenase. ||| Forming a III-V [three-five] semiconductor with gallium, for ten points, name this element which also appears in salvarsan, Erlich's ""magic bullet"" for syphilis, despite its extreme toxicity, a non-metal with symbol As."
194806,train,Niccolo Machiavelli,Social_Science,"One work by this thinker asserts that founding fathers can inspire continued loyalty in the law. ||| That book also argues that states must maintain vivere libero for all citizens by constantly revising themselves and claims that rulers who strive to preserve freedom over their own power exhibit true virtu. ||| Another work by this man argues solid laws and a strong military are the two essential components of successful state, and it a compares the fickleness of fortune to a lady. ||| That work by this author of Discourses on Livy also praises Cesare Borgia for his strength and claims it is better for the title ruler to be feared than loved. ||| For 10 points, name this Italian statesman who wrote The Prince."
190704,train,First Crusade,History,"The Battle of Ascalon occurred at the end of this campaign. ||| One part of this campaign was led by Walter Sans Avoir and the monk Peter the Hermit. ||| This event was trigged by appeals made by Byzantine emperor Alexius I and resulted in the creation of states like Tripoli, Edessa, and Antioch. ||| This event was sparked by the Council of Clermont called by Pope Urban II. ||| For 10 points, name this military expedition launched in 1096, which was the first in a series of Christian attempts to recapture the Holy Land."
113659,train,Magnetic field,Science:Physics,"This quantity is multiplied by the Verdet constant to calculate specific rotation, and this quantity perpendicular to the direction of propagation makes the medium birefringent in the Voigt effect. ||| Small values of this quantity are measured by SQUIDs, and below the critical temperature, it is zero inside superconductors. ||| Ampere's Law relates the tangential component of it integrated around a closed curve, and according to Gauss's Law, the net flux of it through any closed surface is zero. ||| FTP name this field that is caused by a moving point charge."
109252,train,Romania,History,"The monarchial rivalry with this countrys National Peasant Party laid the foundations for the National Legionary State, a fascist government whose contributing movements included Everything for the Fatherland and the Legion of the Archangel Michael, also known as the Iron Guard. ||| Its postwar politics were dominated by Petru Groza and Gheorghe Gheorghiu-Dej, who secured the abdication of King Michael. ||| Gheorghiu-Dejs successor issued the July These and hammered out an independent communist approach, denouncing Soviet interventionism and investing much power in his wife Elena. ||| For 10 points, name this country which executed dictator Nicolae Ceausescu in 1989."
122742,train,Cuba,Literature,"One man from this country wrote the novel Paradiso. ||| Another writer from this country wrote a novel featuring the relationship of Vivian Smith Corona and Eribo as well as the section ""Headcracker"", wherein Bustrfedon becomes a Christ figure. ||| One writer from this country wrote of Dr. Og curing Esteban of his asthma and Sofia succumbing to the advances of Victor Hugues in one novel. ||| Besides the authors of Three Trapped Tigers and Explosion in a Cathedral, a poet from this nation wrote of how he ""cultivates a white rose"" and is ""an honest man from where the palm trees grow"" in ""Guantanamera. ||| "" For 10 points, name this country home to Alejo Carpentier and Jose Marti."
6563,train,Far from the Madding Crowd,Literature,"Minor characters in this novel include Liddy Smallbury, a maid working for the protagonist, and Pennyways, a bailiff who is caught stealing grain and dismissed but returns later when he recognizes another character at Greenhill Fair. ||| Fanny Robin is a young orphan who attempts to marry the antagonist of the work but is unsuccessful when she goes to the wrong church. ||| The climatic action of the novel takes place at a Christmas party, where the obsessive William Boldwood shoots Sergeant Troy. ||| The novel ends with the protagonist marrying the honest Gabriel Oak, her first suitor. ||| For 10 points, identify this novel about Bathsheba Everdene, a work of Thomas Hardy.  "
123437,train,Debye-Huckel equation,Science:Chemistry,"This formula includes a constant that is taken to be one and a half moles per kilogram to the one-half power according to the Bates-Guggenheim convention. ||| The Pitzer equations can apply it to higher ionic strengths and Lars Onsager modified it to account for Brownian motion. ||| Its extended version contains a B coefficient that is multiplied by the square root of ionic strength and is generally determined empirically. ||| In order for it to be applicable, the solvent must be without structure and the solution must be dilute. ||| According to this formula, counter ions cause electric potential to be screened at a distance greater than a length named for one of its formulators. ||| For 10 points, name this doubly eponymous equation used to calculate activity coefficients."
100990,train,Zeeman effect,Science:Physics,"The ""giant"" version of this effect has been observed in excitons in quantum wells. ||| The Hamiltonian governing it is proportional to the orbital angular momentum plus twice the spin angular momentum, while Faraday rotation can be viewed as a consequence of this effect. ||| Its strength calculated with perturbation theory is proportional to the Bohr magneton and the Lande g-factor, while spin-orbit coupling breaks down in the presence of a strong field, which yields a variety of this phenomenon known as the Paschen-Back effect. ||| For ten points, name this phenomenon first explained by a Dutch scientist that describes the splitting of energy levels in the presence of an external magnetic field."
211380,train,Howl,Literature,"The second part of this poem describes a figure ""whose love is endless oil and stone"" and ""whose   name is the Mind!"". ||| The third section of this poem tells of a place ""where the faculties of the skull no  longer admit the worms of the senses"". ||| This poem was judged to be not obscene when its publisher,   Lawrence Ferlinghetti, was put on trial. ||| ""Mohammedan angels staggering on tenement roofs"" appear  in this poem dedicated to Columbia Psychiatric Institute patient Carl Solomon, whom the poet  repeatedly tells ""I'm with you in Rockland."" Name this poem that describes Moloch, and opens ""I  saw the best minds of my generation destroyed by madness"", written by Allen Ginsberg."
109027,train,Entropy,Science:Chemistry,"For a massless bosonic gas, the density of this quantity in natural units is 2 pi squared times temperature cubed over 45 per spin state. ||| The Sackur-Tetrode equation can be used to obtain the exact value of this quantity for a monatomic gas, while Claude Shannon is credited with the development of this quantity in information theory. ||| Its partial derivative with respect to particle number gives the chemical potential, and with respect to internal energy the inverse temperature. ||| Boltzmann was so proud of the expression he derived for this quantity that he placed it on his tombstone. ||| For 10 points, what is this quantity, which, according to the Second Law of Thermodynamics, is always globally increasing"
9181,train,Diamagnetism,Science:Chemistry,"The relationship between the weak version of this phenomenon and heavy fermion superconductivity is a topic of much current research. ||| Occurring mostly in transition metal and rare earth oxides, it is found below 120 Kelvin in manganese oxide and 280 Kelvin in dichromium trioxide, but has been observed at over 600K in some lanthanum compounds. ||| Unlike in ferrimagnetism, the cancellation of atomic moments is complete, so there is no net moment. ||| Materials that can exhibit this behavior do so only below the Neel point; above that point, show paramagnetism. ||| FTP, name the behavior resulting when neighboring magnetic moments in a material are in an antiparallel alignment; the opposite of a more familiar form of magnetism."
113525,train,Dracula,Literature,"This man once briefly had his title usurped by a dude named Torgo, whom this man killed. ||| In one of this man's storylines, he is beaten up by a motorcycle punk named Lucas Brand, whom this man then kills. ||| This man's wife was raped and killed by a guy named Turac, whom this man killed. ||| This man inspired the books and films of Harold H. Harold and in a 2006 miniseries, this character does battle with (*) Apocalypse but does not kill him. ||| This man aided Otto von Bismarck in taking power while battling one of his greatest enemies, a man named Abraham. ||| Ironically, Abraham's great-granddaughter, Rachel, would fall in love with his descendant, Frank Drake, and both assisted in killing him several times, but, of course, he always comes back. ||| FTP, identify this enemy of Van Helsing, a vampire who just won't seem to die."
113894,train,Midnight's Children,Literature,"In this novel, a dog dies when an artery bursts as it tries to catch up to the family car. ||| The protagonist is injured by Fat Perce and Glandy Keith while flirting with a champion swimmer, and a filmmaker keeps his idiot daughter Toxy confined in a former palace. ||| The narrator crashes into a group of language protesters while trying to impress Evelyn Burns by riding a bike. ||| He soon discovers that he is telepathic due to his enormous snot-filled nose, and in an earlier episode Aadam Aziz is forced to examine a patient through a 7-inch hole in a sheet. ||| FTP, name this novel in which Saleem Sinai is one of the 1,001 title characters born in India's first hour of independence, by Salman Rushdie."
11462,train,Cyprus,Social_Science,"One attack on this place was thwarted when the Sicilian pirate Margarito of Brinidisi made off with some unattended ships. ||| It would later change hands after the battle of Tremetusia, when Isaac Comnenos took Berengaria captive, leading to an invasion by Richard I. ||| It was briefly held by the Templars before they sold it to the reigning king of Jerusalem, Guy of Lusignan. ||| Famagusta was the last of its strongholds to fall to the Ottomans, under whose control the native Greek majority were repressed by the Turkish minority. ||| For 10 points, name this island, which was invaded by Turkey in 1974 and remains divided along ethnic lines today."
195284,train,Bruno Bettelheim,Social_Science,"This thinker criticized ""empty texts"" that avoid potentially offensive content in a work co-written with Karen Zelan titled On Learning to Read, and he analyzed child raising practices on a kibbutz in The Children of the Dream. ||| His time leading the Orthogenic School inspired his book on emotionally disturbed children titled Love is Not Enough, which led him to write The Empty Room, which outlined his ""refrigerator mother"" theory of autism. ||| His time at Dachau inspired his article examining the psychological effect of living in a concentration camp, ""Individual and Mass Behavior in Extreme Studies."" For 10 points, name this psychologist who discussed the importance of fairy tales in The Uses of Enchantment."
6931,train,Octavio Paz,Literature,"He wrote about his experiences in the Spanish Civil War in Beneath Your Clear Shadow and Other Poems. ||| His idea that existential alienation can be overcome through erotic love and artistic creativity was a recurring theme in prose works like The Pears of the Elm, The Bow and the Lyre, and The Monkey Grammarian. ||| His poetry collections Luna silvestre and Sun Stone helped him win the 1990 Nobel Prize in Literature. ||| FTP, who is this Mexican writer, the author of The Labyrinth of Solitude"
115636,train,Umayyad Caliphate,History,"One of this dynasty's rulers built a desert castle with a famous fresco showing a curiously Chinese king, as well as the Spanish Roderick and four others, at Qasr Amra. ||| Another ruler of this empire was embarrassed when a female seer named Dihya led a berber rebellion and ended the practice of iconography in coinage, instituting a standard minting system that precipitated a conflict that this dynasty won when 20,000 of the appropriately-named Neboulos's slavs defected from Leontios's forces at the Battle of Sebastopolis. ||| A less successful son of that ruler sacked Balanjar after breaking through the Gate of the Alans, but earlier had a pivotal siege broken by the Bulgarian Tervel. ||| This dynasty fought against (*) Justinian II and Leo III the Isaurian as part of the Byzantine-Arab wars, and ended after a disastrous cavalry charge was ordered into Abu Muslim's spear wall at the Battle of the Zab River by Marwan II. ||| Walid I's rule of this dynasty marked a move toward toleration for the followers of Ali, a century after its forces had slain Hussayn at the Battle of Karbala. ||| Ruled by Abd al-Malik and founded by Muawiya, FTP, identify this Sunni state based out of Damascus, a Muslim Caliphate succeeded by the Abbasids."
209237,train,Justinian I,History,"This ruler's armies conquered the Zan people of Georgia but suffered losses to a group led by Totila. ||| His forces engaged Gelimer's in the Vandalic War, and a namesake plague during his reign forced him to cancel many of his public works projects. ||| The Chalke and the Baths of Zeuxippus were damaged during his reign after the Blues and Greens united, forcing him to remove Tribonian from office. ||| That mob in the Hippodrome was crushed by his general Belisarius. ||| For 10 points, name this Byzantine emperor who survived the Nika riots, instituted a namesake law code, and reconquered parts of the Western Roman Empire."
5493,train,Fathers and Sons (novel),Literature,"Throughout this novel the author comments on the changing nature of Russian farm life through observations concerning the estate Maryino, while comic relief is provided by the vainglorious intellectuals Madame Kukshin and Sitnikov, who stand in contrast to Madame Odintsov. ||| Its main plot concerns a young man who has a flirtation with Fenitchka and who believes that progress can only be achieved by rejecting the principles of the past, which the reader observes through his conversations with his protege Arkady and his arguments with Paval Kirsanov. ||| FTP, what is this novel about the nihilist Bazarov, the best-known work of Ivan Turgenev"
189769,train,Zeus,Social_Science,"One clan that sacrificed to this deity intermingled human entrails with that of the animal's at Mouth Lykaion (LIKE-ey-on). ||| This deity was granted one attribute out of gratitude for release from imprisonment by the Cyclopes. ||| Guises assumed by this deity include a shower of gold and a swan. ||| Children of this deity include Helen of Troy, along with Castor and Pollux. ||| This god forced his father, Cronus, to vomit up this deity's siblings, which included Demeter, Hades, Poseidon, and his wife, Hera. ||| For 10 points, name this thunder god and head of the Greek pantheon."
205225,train,Third Crusade,History:World,"During this conflict, an invading force imprisoned the deposed Isaac Dukas Comnenus in chains of silver. ||| A participant brutally executed women and children in the Massacre at Ayyadieh. ||| Before he could be crowned king during this conflict, Conrad of Monferrat was assassinated. ||| After it, a ruler was captured by Leopold V while returning home. ||| During it, the elderly Holy Roman Emperor (*) drowned wearing armor in the Saleph River, and another ruler's brother, John, would scheme in his absence. ||| This conflict ended when an English ruler signed the Treaty of Jaffa with Saladin, guaranteeing Christians entrance into Jerusalem. ||| For 10 points, name this 1189 to 1192 crusade originally led by Philip II of France, Frederick Barbarossa, and Richard I of England."
205610,train,Ming Dynasty,History:World,"An ambassador from this government is described on the Galle Trilingual Inscription as making offerings at Adams Peak. ||| Seven Grand Directors and ten Junior Directors oversaw an expedition sponsored by this goverment, which was recounted in Description of the Starry Raft. ||| This government deposed Alakeshvara after its envoys sailed to the Kotte Kingdom, and its sailors killed a group of 5000 pirates at Palembang. ||| This dynasty's court received a single giraffe from Malindi under the (*) Yongle emperor, who scuttled its ships after sending a Muslim eunuch on seven ""treasure fleet"" voyages around the Indian Ocean. ||| For 10 points, name this Chinese dynasty, under which Zheng He got exotic foreign goods by trading away porcelain in the 1400s."
105965,train,Ammonia,Science:Chemistry,"Ninhydrin forms a Schiff base with this chemical, resulting in a hue known as Ruhemanns purple. ||| The Birch reduction takes place in a liquid substrate of it, the reason it is common in methamphetamine labs. ||| The Kjeldahl method uses this molecule as an end-product to measure the amount of nitrogen in a sample, and it is oxidized in the first step of a nitric acid forming procedure, the Ostwald process. ||| For 10 points, name this weak base found in fertilizers, formed by combining hydrogen and nitrogen in a three-to-one ratio in the Haber process."
